measure,location,sex,age,cause,rei,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,78.98538992845,98.65317185239,53.85026482439
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2012,0.0920181576909921,0.1156375536270522,0.0653268724595907
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,79.72845128755,98.6496190688,57.88788107517001
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2013,0.0928680911490126,0.1157955109403717,0.0674335794266509
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,78.56415512958,95.96974733665,58.669151968259996
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2014,0.0937446647047356,0.1163293220222182,0.0698493688352802
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,79.12023255736001,97.03509285865,59.559446304539996
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2015,0.0951167232918508,0.1187303787289736,0.0702578684856597
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,81.80704755079,101.22658148295,61.640727823780004
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2016,0.0924677377173034,0.1164764281539209,0.0681097395422571
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,80.46998251958999,100.66849554476,61.2956984096
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2017,0.0901128939568361,0.1171416830501631,0.0658886583183625
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,80.56765599771,103.63343893587,59.35147657678
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2018,0.0879390795954696,0.1197673969103747,0.0611776196283973
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,80.59428569213999,107.19532857918999,56.765039770600005
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2019,0.0870891163494315,0.1261988551579233,0.0547667463669739
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,80.76876983566001,115.25229802657,52.398909515999996
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2010,0.0520448632285038,0.073940558486389,0.0333360223210719
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,260.11081859955,366.56661533207,164.82248069629998
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2011,0.0493413060734157,0.0708889436776052,0.0307852753399555
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,246.58238164578,351.28636751828003,153.85676196639
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2012,0.0470077830275792,0.0681533929573442,0.0288758755907808
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2012,234.68002469364998,337.86095817446,143.7333148584
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2013,0.0448308198285393,0.0656900892301466,0.0267421435594759
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2013,224.92748937832002,326.42795436782,134.78833804254
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2014,0.0426846494217017,0.0631537336566619,0.0251022125577963
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2014,215.79837259378,316.29571339498,126.64454986541999
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2015,0.0405580343219778,0.0606396641390431,0.0233919440116688
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2015,207.85630596856,307.79451421412,119.02911719355
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2016,0.0377488120551647,0.0577389583418865,0.0208504854513107
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2016,196.44993250653,296.14470464433,108.41897569137001
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2017,0.0345091893793286,0.0540542381729994,0.0180849144170221
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2017,180.84117431162002,280.26592272324,94.37783796959
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2018,0.0317183980753436,0.0504392363087416,0.0158861100060553
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2018,166.17569764605,263.1532885148,81.54166422091001
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2019,0.0303978030072605,0.0486964493017552,0.0147568022792731
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2019,159.4114274462,255.41613116185002,76.15050686471001
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2010,0.1354726255131747,0.1696238938606674,0.0804962941929362
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,427.61961358251,540.07905723825,247.41158863866
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2011,0.1366717868927188,0.1689047606352384,0.0860532186586276
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,428.46329697383,535.58761894772,259.29998385596997
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2012,0.1404608477815981,0.1715208160543724,0.0920770280781189
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2012,441.61374187959007,543.71114063934,283.65491255867
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2013,0.145497378526411,0.1770908859582246,0.0987914530035453
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2013,460.78852130723004,560.41496580845,307.65658666191
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2014,0.1487653896971259,0.1806245305621668,0.1051802399469546
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2014,468.12283036954005,567.71294905299,321.58746177611
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2015,0.1502695787176338,0.1829569950765698,0.10697776843469
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2015,470.81734554735,573.92905515629,332.67269721558
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2016,0.1479174149003413,0.1784805728643781,0.1033813665348669
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2016,455.37043424231996,553.29207158052,321.55572466398996
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2017,0.1443988245255413,0.1800215993528402,0.0968115174973995
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2017,440.19309266595,552.24828952346,299.9610681603
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2018,0.1408449557195442,0.1828132883945125,0.096483526603221
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2018,426.72686250883,554.03585746528,285.70436229267
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2019,0.1392047773032506,0.1915206708709851,0.0893191475436158
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2019,423.95377716145003,577.14159105563,270.1912661665
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2010,0.082803261488573,0.1092983278607949,0.059245293834179
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2010,103.6767198596,138.34896356668,73.18541162236
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2011,0.0803898507373905,0.1065241779283144,0.0573156339790358
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2011,97.99632758925,131.22142649663,68.56112060129
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2012,0.0784448014670725,0.1043277211890114,0.0557518538630513
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2012,94.73846125405,127.89148387814,66.56561766288
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2013,0.0766214785974888,0.1021919629927049,0.0543713761435593
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2013,89.87007163338,122.50386440657,62.84741273135
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2014,0.0745354158513581,0.1000036117982964,0.0524846502196057
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2014,87.34197898632,120.27931911948,60.71733838715
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2015,0.0719338036837878,0.0971043830505914,0.0500668851481893
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2015,85.94844973082,118.8325877108,59.08021137772
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2016,0.0673875736031688,0.0922634232538809,0.0463150255329887
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2016,79.59834571963,111.85837333643,54.25812499352
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2017,0.0613252306505199,0.0854806982214841,0.0411896811289482
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2017,72.21422617981,102.9479877417,48.166316110660006
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2018,0.0559758824648406,0.0793965508272897,0.0366706824240209
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2018,66.0825288819,96.32253810633999,42.1582493563
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2019,0.053683151091045,0.0770615414731799,0.0345211144907626
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2019,62.55568963194,92.25170914664,39.37223820362
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2010,0.132018390469657,0.172975483983413,0.0930993281108873
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,326.3998027911,425.38304146195003,230.45950345395002
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2011,0.1327354479501262,0.1702548403709755,0.0944403342464009
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,325.46699430779,418.27475203600005,232.34211790305997
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2012,0.1336267199442143,0.1679083126555771,0.0977277901425347
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2012,332.6564610796,421.25599524548,239.47168712992
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2013,0.1351713098098253,0.1719002039623374,0.0986572734238449
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2013,354.09037534546997,450.47716126108,256.1342874667
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2014,0.1359184951647509,0.1766975527670937,0.0970339399886944
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2014,364.11221663566,468.11193896825995,262.28090007369
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2015,0.1363773404231359,0.1793478250326377,0.0956415095760504
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2015,372.45211058574,489.71916586351,266.11630976262
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2016,0.132565825196669,0.1722892417674833,0.0962587779819891
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2016,379.81123884498,486.77120669009,276.567608612
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2017,0.1215919694718499,0.1568055628928893,0.0878674111659537
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2017,356.06971945739,456.76698699045994,254.9950712411
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2018,0.1106860596818971,0.143506621994559,0.0775874767809356
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2018,335.88279103442,437.85369436382,235.42716015649
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2019,0.1051747175314408,0.14114424052693,0.0728168593805852
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2019,328.3865529273,439.34849744652996,227.04357993437
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2010,0.3122352676280029,0.3690925197842875,0.254983245221508
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,1448.7021072818002,1759.99374952416,1151.19552542292
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2011,0.3141560520895706,0.3703323694015272,0.260202863953446
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,1428.09204039462,1755.51521238441,1143.2836172189
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2012,0.3172972867294003,0.3762843350135388,0.2653455729683869
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2012,1419.06092505281,1734.3886444645,1135.54876553082
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2013,0.3202906918683171,0.3779404239536155,0.2676642025146262
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2013,1423.3183202447199,1740.3248622003102,1136.41304947159
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2014,0.3216832418139717,0.37929823019345,0.2659196555572062
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2014,1419.3415350736,1757.52928260357,1134.1825571166798
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2015,0.3247953097393422,0.3834587909204656,0.2652086547541157
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2015,1451.13518493719,1791.2124520777998,1144.65864033294
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2016,0.3234596233789221,0.3788527707552125,0.2665949235567258
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2016,1459.24914862914,1795.84165027281,1134.05517354365
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2017,0.3221449914591871,0.3775048432570261,0.2661994578585058
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2017,1469.38802501064,1828.97947418738,1139.00798909234
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2018,0.3183252285975454,0.3757945562904173,0.2614004550471162
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2018,1461.1906442612499,1830.3718688618499,1090.8492022627
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2019,0.3135012330652676,0.3747923928725571,0.2549714519744332
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2019,1453.53326122479,1865.56092527598,1077.06686686464
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2010,0.1029607055930109,0.1346791124135396,0.0767493406910594
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,71.67653052183,93.69930838093,54.666084893290005
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2011,0.1043612690302496,0.1349522418945143,0.0786166448978497
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,69.58246924616,89.42713072832,53.85969231632
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2012,0.1057217119703382,0.1361848085972617,0.0809069960631434
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,69.39877136288,89.07568513300001,53.549109900720005
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2013,0.1075842314887877,0.1378078121053403,0.0823487835820943
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,72.81770042916,92.87155650730999,55.38039177133
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2014,0.1088406547482254,0.1416323973782172,0.0808866592035888
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,73.86655592042,95.08624826725,54.52061324356001
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2015,0.1098437051526334,0.1456860888413031,0.0784712095830157
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,74.04859020243,96.60236738976,52.74289842638001
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2016,0.1061340567314518,0.1362176819688824,0.0784103018470077
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,72.51272881725,92.0315085857,53.09574375227
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2017,0.0962545043775843,0.1223046397940777,0.0726051660174796
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,64.85220996822,83.05941348465,48.599270442560005
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2018,0.0865829489500138,0.1123574200933402,0.0642442563305415
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,58.73263613478,75.68009407773,42.30342113564
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2019,0.0812615063931562,0.1075926107485772,0.057072567124867
DALYs (Disability-Adjusted Life Years),Mexico,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,56.18659067309,74.23693770928,39.73135984762
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2010,0.1550492171545963,0.2018267107162119,0.0906783584541076
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2010,191.90592918465998,249.81487207563,111.96677254371
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2011,0.1572302033349452,0.2018865740753436,0.094650546509521
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2011,194.09374163688,251.06576844125001,117.28382490403999
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2012,0.1617605290897257,0.2050027265238006,0.1036695058772097
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2012,197.97958192278,251.32413070583002,124.41843707724
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2013,0.1674624949287986,0.2099859224503036,0.1103465372305786
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2013,205.47386701027,259.79699897546004,132.92974463362
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2014,0.1721685684405781,0.2143039933554844,0.1180924905581792
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2014,205.41181642051998,258.46651570061,136.78321660327998
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2015,0.1744853686357026,0.218476421109615,0.1203159682462867
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2015,203.65911109561,258.35061382757,135.88652144578998
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2016,0.1730838195365879,0.2163195725640661,0.1202739738311677
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2016,197.82499273573,249.43158643868,140.65156777586
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2017,0.1691991650303675,0.2191170103045165,0.1133420442116672
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2017,189.9085855597,245.19728750111003,130.38874495629
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2018,0.165356193654911,0.2230469083033639,0.1086831725301292
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2018,183.10934606048,248.62040260879002,120.03906458308
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2019,0.1638169322299192,0.2335866113383462,0.1032663897570628
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2019,181.4770777446,260.28923548689,113.74449316722
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2010,0.0530421832032683,0.0754075621576561,0.0345594170912511
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2010,55.9553512957,80.08583416514,36.2925875882
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2011,0.0504539703374159,0.0724119008254936,0.0318333747899684
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2011,53.329261266859994,77.11282487346,33.86294066771
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2012,0.0483248576524262,0.0700286735713387,0.0300560066543444
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2012,51.10206809497,75.02471549328,31.83265033652
DALYs (Disability-Adjusted Life Years),United States of America,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2013,0.0463766085861791,0.0677905885906163,0.0284396937551784
