measure,country,cause,risk-exposure-impact,metric,year,measure val,upper,lower,pm25 concentration,pm25 lower bound,pm25 upper bound,sdi mean value
DALYs (Disability-Adjusted Life Years),Canada,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2012,0.02658030510229,0.0418021550210001,0.013735989599887,7.71,7.51,7.92,0.850978048108266
DALYs (Disability-Adjusted Life Years),Canada,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,30.770248231310003,47.87991050446,15.4369687588,7.71,7.51,7.92,0.850978048108266
DALYs (Disability-Adjusted Life Years),Canada,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2013,0.0260705328271165,0.0412413713713979,0.0131521539769111,7.41,7.19,7.61,0.853844945122214
DALYs (Disability-Adjusted Life Years),Canada,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,30.49429383666,47.64716882123,15.06815207523,7.41,7.19,7.61,0.853844945122214
DALYs (Disability-Adjusted Life Years),Canada,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2014,0.0253352863510065,0.0402591036945879,0.0126271646807584,7.29,7.06,7.5,0.856759933938005
DALYs (Disability-Adjusted Life Years),Canada,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,29.8092271521,47.39428925851,14.485892107640002,7.29,7.06,7.5,0.856759933938005
DALYs (Disability-Adjusted Life Years),Canada,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2015,0.024359786884197,0.0393052091874633,0.0117385823557137,7.15,6.97,7.37,0.859532903766548
DALYs (Disability-Adjusted Life Years),Canada,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,28.795414553110003,46.62211206893,13.32126118682,7.15,6.97,7.37,0.859532903766548
DALYs (Disability-Adjusted Life Years),Canada,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2016,0.0226627960582859,0.0372972450435303,0.0103264840632797,6.31,6.12,6.5,0.862174225749794
DALYs (Disability-Adjusted Life Years),Canada,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,27.12760214243,44.82133372988,12.09095864394,6.31,6.12,6.5,0.862174225749794
DALYs (Disability-Adjusted Life Years),Canada,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2017,0.0205598534312761,0.0351962923205896,0.0087174051341594,6.9,6.69,7.11,0.865053829759503
DALYs (Disability-Adjusted Life Years),Canada,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,25.05497358169,42.93375707669,10.38269372942,6.9,6.69,7.11,0.865053829759503
DALYs (Disability-Adjusted Life Years),Canada,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2018,0.0186911341308289,0.0333344421041576,0.0073502598050447,7.09,6.9,7.29,0.867905541356997
DALYs (Disability-Adjusted Life Years),Canada,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,22.995665692,40.36840448862,8.7184218382,7.09,6.9,7.29,0.867905541356997
DALYs (Disability-Adjusted Life Years),Canada,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2019,0.0178745049057017,0.0321076556625023,0.0065840913649241,6.39,6.21,6.59,0.870554479228955
DALYs (Disability-Adjusted Life Years),Canada,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,21.99090824681,39.36108462779,8.04790252224,6.39,6.21,6.59,0.870554479228955
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2010,0.042496275116962,0.0605729346902038,0.0275046501533513,9.29,9.14,9.42,0.825884658277638
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,75.43996023279,105.16044226187,47.62993831574,9.29,9.14,9.42,0.825884658277638
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2011,0.0403854894092784,0.0580804355747673,0.0256304311086969,9.36,9.24,9.49,0.830266387766787
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,72.88691220484,102.78386726992,45.15617154585,9.36,9.24,9.49,0.830266387766787
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2012,0.0385713930130114,0.055978321559201,0.0240502926010508,9.07,8.93,9.25,0.833958192158326
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,70.38104868968,100.36916097133,42.65668659413,9.07,8.93,9.25,0.833958192158326
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2013,0.0369899871793267,0.054161451285923,0.0226981062468395,8.75,8.64,8.87,0.837412988286127
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,68.5464920546,98.79732418935,40.85345544242,8.75,8.64,8.87,0.837412988286127
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2014,0.0353511394764645,0.0522717821318716,0.0212256454095427,8.62,8.48,8.77,0.84074652832772
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,66.0974161867,96.67675326886,38.54236679098,8.62,8.48,8.77,0.84074652832772
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2015,0.0338370428771872,0.0504459820562488,0.019640159194409,8.31,8.21,8.43,0.844370336219248
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,64.387605573,95.35668779754,36.65237657262,8.31,8.21,8.43,0.844370336219248
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2016,0.0316348380841686,0.0479941386764656,0.0176966526427289,7.54,7.44,7.63,0.848015521315013
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,60.97791189624,91.90002511165,33.6511342918,7.54,7.44,7.63,0.848015521315013
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2017,0.0289858238500156,0.0451070475074799,0.0153155851988474,7.96,7.84,8.09,0.851630299087012
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,56.58380587642,86.97689923077,29.62419900361,7.96,7.84,8.09,0.851630299087012
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2018,0.0266829446696046,0.0424466385876521,0.0133558707361144,8.13,8.0,8.25,0.855049193484192
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,52.2530978198,81.82081000107,25.94897607846,8.13,8.0,8.25,0.855049193484192
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2019,0.0256405931103147,0.0414085918464831,0.0125456942207993,7.18,7.07,7.28,0.858578064552935
DALYs (Disability-Adjusted Life Years),United States of America,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,50.35555041762,79.82397791346,24.510009910500003,7.18,7.07,7.28,0.858578064552935
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2010,0.0899977259821565,0.1146783983398653,0.0617158856161093,22.25,20.3,24.52,0.702304703544999
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,78.6999995437,98.7600674465,53.10770548622,22.25,20.3,24.52,0.702304703544999
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2011,0.0901248114615227,0.1143290918017421,0.0621775002555465,22.5,20.32,24.73,0.708597935629908
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,78.98538992845,98.65317185239,53.85026482439,22.5,20.32,24.73,0.708597935629908
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2012,0.0920181576909921,0.1156375536270522,0.0653268724595907,22.01,19.75,23.92,0.714743477340726
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,79.72845128755,98.6496190688,57.88788107517001,22.01,19.75,23.92,0.714743477340726
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2013,0.0928680911490126,0.1157955109403717,0.0674335794266509,23.83,22.21,25.54,0.720448781307689
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,78.56415512958,95.96974733665,58.66915196826,23.83,22.21,25.54,0.720448781307689
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2014,0.0937446647047356,0.1163293220222182,0.0698493688352802,23.14,21.49,24.68,0.727275926904869
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,79.12023255736001,97.03509285865,59.55944630454,23.14,21.49,24.68,0.727275926904869
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2015,0.0951167232918508,0.1187303787289736,0.0702578684856597,24.15,22.61,25.59,0.736098082475337
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,81.80704755079,101.22658148295,61.64072782378,24.15,22.61,25.59,0.736098082475337
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2016,0.0924677377173034,0.1164764281539209,0.0681097395422571,23.75,22.42,25.5,0.744972224319701
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,80.46998251958999,100.66849554476,61.2956984096,23.75,22.42,25.5,0.744972224319701
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2017,0.0901128939568361,0.1171416830501631,0.0658886583183625,22.69,19.39,26.33,0.752058077213427
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,80.56765599771,103.63343893587,59.35147657678,22.69,19.39,26.33,0.752058077213427
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2018,0.0879390795954696,0.1197673969103747,0.0611776196283973,21.47,18.77,24.24,0.758625713610628
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,80.59428569213999,107.19532857919,56.765039770600005,21.47,18.77,24.24,0.758625713610628
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2019,0.0870891163494315,0.1261988551579233,0.0547667463669739,20.49,19.31,21.89,0.765120322816907
DALYs (Disability-Adjusted Life Years),Chile,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,80.76876983566001,115.25229802657,52.398909516,20.49,19.31,21.89,0.765120322816907
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2010,0.0520448632285038,0.073940558486389,0.0333360223210719,9.29,9.14,9.42,0.825884658277638
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,260.11081859955,366.56661533207,164.82248069629998,9.29,9.14,9.42,0.825884658277638
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2011,0.0493413060734157,0.0708889436776052,0.0307852753399555,9.36,9.24,9.49,0.830266387766787
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,246.58238164578,351.28636751828003,153.85676196639,9.36,9.24,9.49,0.830266387766787
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2012,0.0470077830275792,0.0681533929573442,0.0288758755907808,9.07,8.93,9.25,0.833958192158326
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2012,234.68002469365,337.86095817446,143.7333148584,9.07,8.93,9.25,0.833958192158326
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2013,0.0448308198285393,0.0656900892301466,0.0267421435594759,8.75,8.64,8.87,0.837412988286127
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2013,224.92748937832,326.42795436782,134.78833804254,8.75,8.64,8.87,0.837412988286127
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2014,0.0426846494217017,0.0631537336566619,0.0251022125577963,8.62,8.48,8.77,0.84074652832772
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2014,215.79837259378,316.29571339498,126.64454986542,8.62,8.48,8.77,0.84074652832772
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2015,0.0405580343219778,0.0606396641390431,0.0233919440116688,8.31,8.21,8.43,0.844370336219248
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2015,207.85630596856,307.79451421412,119.02911719355,8.31,8.21,8.43,0.844370336219248
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2016,0.0377488120551647,0.0577389583418865,0.0208504854513107,7.54,7.44,7.63,0.848015521315013
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2016,196.44993250653,296.14470464433,108.41897569137,7.54,7.44,7.63,0.848015521315013
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2017,0.0345091893793286,0.0540542381729994,0.0180849144170221,7.96,7.84,8.09,0.851630299087012
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2017,180.84117431162,280.26592272324,94.37783796959,7.96,7.84,8.09,0.851630299087012
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2018,0.0317183980753436,0.0504392363087416,0.0158861100060553,8.13,8.0,8.25,0.855049193484192
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2018,166.17569764605,263.1532885148,81.54166422091001,8.13,8.0,8.25,0.855049193484192
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2019,0.0303978030072605,0.0486964493017552,0.0147568022792731,7.18,7.07,7.28,0.858578064552935
DALYs (Disability-Adjusted Life Years),United States of America,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2019,159.4114274462,255.41613116185,76.15050686471001,7.18,7.07,7.28,0.858578064552935
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2010,0.1354726255131747,0.1696238938606674,0.0804962941929362,22.25,20.3,24.52,0.702304703544999
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,427.61961358251,540.07905723825,247.41158863866,22.25,20.3,24.52,0.702304703544999
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2011,0.1366717868927188,0.1689047606352384,0.0860532186586276,22.5,20.32,24.73,0.708597935629908
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,428.46329697383,535.58761894772,259.29998385597,22.5,20.32,24.73,0.708597935629908
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2012,0.1404608477815981,0.1715208160543724,0.0920770280781189,22.01,19.75,23.92,0.714743477340726
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2012,441.61374187959007,543.71114063934,283.65491255867,22.01,19.75,23.92,0.714743477340726
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2013,0.145497378526411,0.1770908859582246,0.0987914530035453,23.83,22.21,25.54,0.720448781307689
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2013,460.7885213072301,560.41496580845,307.65658666191,23.83,22.21,25.54,0.720448781307689
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2014,0.1487653896971259,0.1806245305621668,0.1051802399469546,23.14,21.49,24.68,0.727275926904869
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2014,468.12283036954005,567.71294905299,321.58746177611,23.14,21.49,24.68,0.727275926904869
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2015,0.1502695787176338,0.1829569950765698,0.10697776843469,24.15,22.61,25.59,0.736098082475337
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2015,470.81734554735,573.92905515629,332.67269721558,24.15,22.61,25.59,0.736098082475337
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2016,0.1479174149003413,0.1784805728643781,0.1033813665348669,23.75,22.42,25.5,0.744972224319701
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2016,455.37043424232,553.29207158052,321.55572466399,23.75,22.42,25.5,0.744972224319701
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2017,0.1443988245255413,0.1800215993528402,0.0968115174973995,22.69,19.39,26.33,0.752058077213427
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2017,440.19309266595,552.24828952346,299.9610681603,22.69,19.39,26.33,0.752058077213427
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2018,0.1408449557195442,0.1828132883945125,0.096483526603221,21.47,18.77,24.24,0.758625713610628
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2018,426.72686250883,554.03585746528,285.70436229267,21.47,18.77,24.24,0.758625713610628
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2019,0.1392047773032506,0.1915206708709851,0.0893191475436158,20.49,19.31,21.89,0.765120322816907
DALYs (Disability-Adjusted Life Years),Chile,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2019,423.95377716145,577.14159105563,270.1912661665,20.49,19.31,21.89,0.765120322816907
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Percent,2010,0.082803261488573,0.1092983278607949,0.059245293834179,12.72,12.47,13.02,0.738352055066564
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Rate,2010,103.6767198596,138.34896356668,73.18541162236,12.72,12.47,13.02,0.738352055066564
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Percent,2011,0.0803898507373905,0.1065241779283144,0.0573156339790358,13.09,12.84,13.39,0.742096450004589
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Rate,2011,97.99632758925,131.22142649663,68.56112060129,13.09,12.84,13.39,0.742096450004589
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Percent,2012,0.0784448014670725,0.1043277211890114,0.0557518538630513,11.83,11.61,12.08,0.745181867042751
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Rate,2012,94.73846125405,127.89148387814,66.56561766288,11.83,11.61,12.08,0.745181867042751
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Percent,2013,0.0766214785974888,0.1021919629927049,0.0543713761435593,11.22,10.98,11.47,0.747651982075541
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Rate,2013,89.87007163338,122.50386440657,62.84741273135,11.22,10.98,11.47,0.747651982075541
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Percent,2014,0.0745354158513581,0.1000036117982964,0.0524846502196057,10.31,10.12,10.52,0.74980092875112
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Rate,2014,87.34197898632,120.27931911948,60.71733838715,10.31,10.12,10.52,0.74980092875112
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Percent,2015,0.0719338036837878,0.0971043830505914,0.0500668851481893,11.11,10.88,11.36,0.752269822995419
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Rate,2015,85.94844973082,118.8325877108,59.08021137772,11.11,10.88,11.36,0.752269822995419
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Percent,2016,0.0673875736031688,0.0922634232538809,0.0463150255329887,10.04,9.85,10.26,0.75475793948614
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Rate,2016,79.59834571963,111.85837333643,54.25812499352,10.04,9.85,10.26,0.75475793948614
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Percent,2017,0.0613252306505199,0.0854806982214841,0.0411896811289482,10.21,9.99,10.44,0.757663276271395
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Rate,2017,72.21422617981,102.9479877417,48.166316110660006,10.21,9.99,10.44,0.757663276271395
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Percent,2018,0.0559758824648406,0.0793965508272897,0.0366706824240209,10.08,9.88,10.3,0.760659574783565
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Rate,2018,66.0825288819,96.32253810634,42.1582493563,10.08,9.88,10.3,0.760659574783565
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Percent,2019,0.053683151091045,0.0770615414731799,0.0345211144907626,9.34,9.14,9.56,0.763942918439527
DALYs (Disability-Adjusted Life Years),Spain,Stroke,Ambient particulate matter pollution,Rate,2019,62.55568963194,92.25170914664,39.37223820362,9.34,9.14,9.56,0.763942918439527
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2010,0.132018390469657,0.172975483983413,0.0930993281108873,22.13,20.4,23.83,0.599527028083825
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,326.3998027911,425.38304146195,230.45950345395,22.13,20.4,23.83,0.599527028083825
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2011,0.1327354479501262,0.1702548403709755,0.0944403342464009,23.53,21.43,25.98,0.60364609507818
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,325.46699430779,418.27475203600005,232.34211790306,23.53,21.43,25.98,0.60364609507818
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2012,0.1336267199442143,0.1679083126555771,0.0977277901425347,22.24,20.15,24.07,0.608914289338676
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2012,332.6564610796,421.25599524548,239.47168712992,22.24,20.15,24.07,0.608914289338676
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2013,0.1351713098098253,0.1719002039623374,0.0986572734238449,23.19,21.39,25.05,0.615089992820613
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2013,354.09037534547,450.47716126108,256.1342874667,23.19,21.39,25.05,0.615089992820613
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2014,0.1359184951647509,0.1766975527670937,0.0970339399886944,21.56,19.96,23.75,0.621857404659516
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2014,364.11221663566,468.11193896826,262.28090007369,21.56,19.96,23.75,0.621857404659516
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2015,0.1363773404231359,0.1793478250326377,0.0956415095760504,21.8,20.37,23.74,0.628896723914502
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2015,372.45211058574,489.71916586351,266.11630976262,21.8,20.37,23.74,0.628896723914502
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2016,0.132565825196669,0.1722892417674833,0.0962587779819891,21.21,19.76,23.15,0.635925348800174
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2016,379.81123884498,486.77120669009,276.567608612,21.21,19.76,23.15,0.635925348800174
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2017,0.1215919694718499,0.1568055628928893,0.0878674111659537,20.44,18.5,22.81,0.642667198400828
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2017,356.06971945739,456.76698699046,254.9950712411,20.44,18.5,22.81,0.642667198400828
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2018,0.1106860596818971,0.143506621994559,0.0775874767809356,18.75,17.55,19.92,0.649053317386265
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2018,335.88279103442,437.85369436382,235.42716015649,18.75,17.55,19.92,0.649053317386265
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2019,0.1051747175314408,0.14114424052693,0.0728168593805852,17.83,16.33,19.65,0.655095338007006
DALYs (Disability-Adjusted Life Years),Mexico,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2019,328.3865529273,439.34849744653,227.04357993437,17.83,16.33,19.65,0.655095338007006
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2010,0.3122352676280029,0.3690925197842875,0.254983245221508,56.55,40.07,74.43,0.740300669205333
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,1448.7021072818002,1759.99374952416,1151.19552542292,56.55,40.07,74.43,0.740300669205333
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2011,0.3141560520895706,0.3703323694015272,0.260202863953446,56.65,39.92,75.11,0.749959451001828
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,1428.09204039462,1755.51521238441,1143.2836172189,56.65,39.92,75.11,0.749959451001828
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2012,0.3172972867294003,0.3762843350135388,0.2653455729683869,58.6,41.55,77.35,0.759054935383679
